id,text,aspectTerm,from,to,polarity
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,65.0,69.0,positive
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,89.0,97.0,positive
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,107.0,123.0,positive
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,133.0,142.0,positive
2991,Battery life needs more life.,Battery life,0.0,12.0,negative
132,For some odd reasons the computer doesn't reconize the operation system.,operation system,55.0,71.0,negative
1011,I had to wait 3 weeks to get it back and it still is not working properly.,,,,
466,I am going to go back and return at Store I bought from!,,,,
208,The trackpad was easy to learn and navigate.,trackpad,4.0,12.0,positive
2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,0.0,12.0,positive
2552,My husband purchased a laptop at the same time for about $300 less (he got a pc).,,,,
634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,87.0,97.0,negative
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,84.0,91.0,neutral
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,136.0,144.0,neutral
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,197.0,203.0,negative
880,I think this ps was manufactured in the mid 90's.,,,,
721,both upgrades were quickly accomplished after purchasing the necessary Product Key.,,,,
2849,I have owned it only two months!,,,,
360,I love my macbook pro!,,,,
1572,From the moment I opened the box to the present it has been a great joy.,,,,
247,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,,,,
2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,57.0,65.0,negative
1715,"Thanks, MacConnection, for making this a seamless purchase!",,,,
500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,16.0,35.0,neutral
500,We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,44.0,61.0,neutral
859,"Its not just slow on the internet, its slow in general.",internet,25.0,33.0,negative
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,19.0,22.0,positive
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,50.0,56.0,positive
2474,The difference is phenomenal.,,,,
158,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,40.0,59.0,negative
2421,I am a freelance graphic artist.,,,,
2567,"No waiting to have my claim reviewed by someone in another state (or more often, another country).",,,,
1961,I did not like my acer.,,,,
2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,89.0,93.0,negative
946,Problem fixed which is great but there went another two weeks without my laptop at school.,,,,
1565,The resolution is even higher then any other laptop on the market.,resolution,4.0,14.0,positive
2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",28.0,47.0,negative
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,80.0,88.0,positive
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,63.0,70.0,positive
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,19.0,23.0,positive
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,38.0,44.0,negative
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",26.0,29.0,neutral
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",66.0,69.0,neutral
1146,Remember to do your research first before consider buying a toshiba product.,,,,
413,I bought this laptop the moment unibody product came to the market.,,,,
2634,The only time I have restarted is during system updates.,,,,
2232,mac is extremely different than any other laptop.,,,,
3018,The feel of this machine compared to the old MacBook is far superior.,feel,4.0,8.0,positive
49,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,31.0,40.0,negative
2614,"It's great and we will always stick with Apple computers, we have been so happy with them.",,,,
981,I should have realized that trouble was brewing .,,,,
259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,186.0,221.0,negative
2774,Thank you.,,,,
2256,The benefits were immediate!,,,,
1550,Much faster than my old windows laptop that died on me.,,,,
1721,"Never any doubt I would get a MacBook, just wasn't sure which one.",,,,
2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,22.0,28.0,positive
2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,59.0,63.0,neutral
1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,4.0,12.0,negative
1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,31.0,46.0,negative
2400,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,12.0,25.0,positive
1917,I bought my Acer Aspire custom made in June 2008.,,,,
1302,I guess he was the technical person.,technical person,19.0,35.0,neutral
2815,They click.,,,,
534,A seventy dollar mouse!,mouse,17.0,22.0,neutral
429,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,78.0,85.0,negative
978,I have the A65 - right now it's a paperweight.,,,,
2301,when i first got it i thought the size of it was a joke.,size,34.0,38.0,negative
2087,"That being said, it still runs video in full screen decently.",,,,
2378,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,45.0,64.0,positive
2722,I'm really impressed with the quality and performance for the price of the computer.,quality,30.0,37.0,positive
2722,I'm really impressed with the quality and performance for the price of the computer.,performance,42.0,53.0,positive
2722,I'm really impressed with the quality and performance for the price of the computer.,price,62.0,67.0,positive
1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,48.0,61.0,neutral
1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",driver/application DVD,73.0,95.0,neutral
2252,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,22.0,46.0,positive
2781,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,4.0,12.0,negative
927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,301.0,306.0,negative
2293,What's really great about this product is you may have a family member who is computer illiterate and you can pretty much just let them loose on this computer without any real supervision.,,,,
424,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",,,,
2316,PDF files can be viewed instantly.,,,,
2008,Dell Latitude d620 is not a reliable machine.,,,,
1726,I have had it for almost four years now and I have only had a few problems with it.,,,,
2779,Overall for the money this is a good deal.,,,,
2955,"It is so simple to use, I use it more than my desktop.",use,19.0,22.0,positive
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,30.0,38.0,negative
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,90.0,96.0,neutral
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,55.0,68.0,negative
1575,I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,,,,
1007,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",,,,
979,It has a overheating issue - nearly to the point of being dangerous.,,,,
2357,I have had no problems with it unlike some hardware defects on past models.,hardware,43.0,51.0,negative
1087,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,16.0,24.0,negative
2529,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,71.0,78.0,negative
2111,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,66.0,70.0,negative
71,I have used different laptops in the past and I have to rate this one way above the rest.,,,,
1619,I love the Mac so much better than my work PC!,,,,
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,4.0,11.0,positive
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",engineering design,13.0,31.0,positive
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,36.0,44.0,positive
2628,I recommend the Macbook Pro if you want the best laptop on the market.,,,,
2212,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,4.0,16.0,positive
2153,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,10.0,16.0,positive
212,Small and light weight.,,,,
443,"Great laptop for school, easy to use for beginners in the household.",use,33.0,36.0,positive
511,"He didn't work for sony, he was just approved to fix their crappy products.",,,,
194,"4) Laptop still did not work, blue screen within a week...",work,24.0,28.0,negative
2620,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,60.0,68.0,negative
1593,"Bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it"".",,,,
83,"Never had a single problem, and don't have to worry about viruses.",,,,
1299,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,60.0,66.0,negative
366,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,82.0,90.0,positive
2686,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,7.0,11.0,negative
368,It is SO much fun to play with.,,,,
784,If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,29.0,45.0,negative
647,*6th week*-They are not responding to my emails asking when they expect to dispatch the new unit...,,,,
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs,11.0,19.0,positive
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Keynote,21.0,28.0,neutral
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,30.0,35.0,neutral
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Numbers,37.0,44.0,neutral
2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,32.0,39.0,negative
2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run,122.0,125.0,positive
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",components,112.0,122.0,positive
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,151.0,156.0,positive
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,313.0,318.0,positive
1410,"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,12.0,20.0,negative
688,And Toshiba is a quality supplier.,,,,
2097,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,95.0,100.0,positive
527,I can't honestly say I was heartbroken.,,,,
2665,WILL NOT EVERY BUY ANOTHER--------LOU,,,,
1795,"Unfortunately, Apple's quality has continued to slide.",quality,23.0,30.0,negative
2230,and finally i realized that mac is the best.,,,,
114,It's very annoying.,,,,
2224,I'm hoping that I can find a really quick way to clean it without it getting too gross.,,,,
3033,My only other complaint is that it gets really hot.,,,,
1614,I believe that the quality of a mac is worth the price.,quality,19.0,26.0,positive
1614,I believe that the quality of a mac is worth the price.,price,49.0,54.0,positive
1003,I'm Very disappointed in Dell.,,,,
1392,sometimes you will be moving your finger and the pointer will not even move.,pointer,49.0,56.0,negative
680,I've only had mine a day but I'm already used to it...,,,,
436,And that was the fourth time ive sent it to them to get fixed.,,,,
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,57.0,65.0,positive
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,100.0,105.0,positive
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,36.0,42.0,positive
1159,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,70.0,79.0,negative
2757,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",design,16.0,22.0,positive
2757,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",looks,28.0,33.0,positive
2757,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",feel,39.0,43.0,positive
2757,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",my toshiba feature,53.0,71.0,positive
232,"For me, five stars is not enough.",,,,
2122,I love how easy every thing is to do on my Apple products.,,,,
1508,"Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros.",,,,
278,The layout of the MacBook is horrible and confusing;,layout,4.0,10.0,negative
2783,Was not happy with one of the programs on it.,one of the programs,19.0,38.0,negative
327,"Also it is very good for college students who just need a reliable, easy to use computer.",use,76.0,79.0,positive
2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,20.0,28.0,negative
2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,USB,58.0,61.0,negative
2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,90.0,98.0,negative
218,I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.,,,,
5,This is definitely a computer worth the money;,,,,
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,150.0,155.0,positive
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",office,177.0,183.0,negative
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,102.0,116.0,negative
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows,136.0,143.0,neutral
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,51.0,68.0,neutral
820,I am stuck with a laptop that I cannot do very much with.,,,,
245,It is light and the battery last a very long time.,battery,20.0,27.0,positive
1979,Better stick with another brand.,,,,
202,I am glad I did my research.,,,,
1142,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory,86.0,92.0,neutral
1142,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,55.0,67.0,negative
1142,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,159.0,171.0,neutral
1211,5 months dead again.,,,,
2294,"Also, you won't have to worry about them going onlne a getting a virus.",,,,
1583,Very happy.,,,,
2372,The netbook is easier for me to take to bed and carry around with me.,,,,
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,15.0,19.0,negative
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,26.0,34.0,negative
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",button below the mouse pad,98.0,124.0,negative
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",screen,170.0,176.0,negative
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",paint,73.0,78.0,negative
1949,My children won't even use it  for their school work.,,,,
2663,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,,,,
952,The next time I had an issue my lightscribe wouldn't work.,lightscribe,32.0,43.0,negative
1858,"The touchpad is extremely sensitive, which is the only drawback.",touchpad,4.0,12.0,negative
2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,31.0,43.0,positive
2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,49.0,55.0,positive
2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,76.0,93.0,positive
2825,It has everything I would need for a home computer.,,,,
514,"The computer did what it was NOT supposed to do, and I didn't know what to do....",,,,
1729,I love this computer.,,,,
1904,"They informed me that I had around 7 ""policies"" or viruses on it.",,,,
1182,"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word,41.0,45.0,negative
2455,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",17 ince screen,39.0,53.0,neutral
2455,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",screen,115.0,121.0,positive
1213,Summary: They played games with me for the warranty period.,warranty period,43.0,58.0,negative
1394,i cant believe HP put this out.,,,,
1924,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD,116.0,118.0,negative
1924,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,349.0,356.0,negative
1924,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,83.0,97.0,neutral
2268,"without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.",,,,
2171,I can have both OSX and Windows XP running at the same time!,OSX,16.0,19.0,positive
2171,I can have both OSX and Windows XP running at the same time!,Windows XP,24.0,34.0,positive
790,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",,,,
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features,16.0,24.0,neutral
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Performance,35.0,46.0,negative
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Battery Life,54.0,66.0,positive
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Price,79.0,84.0,negative
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Value,85.0,90.0,negative
1859,"Otherwise, I love it!",,,,
2589,Having someone give you a quick tour of how to's is the best.,,,,
2643,I have recently converted back to a mac and I couldn't be happier!,,,,
733,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,74.0,81.0,negative
870,At 16 months it started shutting off after only 5 or 10 minutes.,,,,
1910,They basically told me that the machine would be problem free now.,,,,
2029,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,,,,
2242,The graphics are stunning.,graphics,4.0,12.0,positive
2085,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,91.0,97.0,positive
543,after much effort and 10 days ASUS replaced itThe WiFi is very weak.,WiFi,50.0,54.0,negative
925,You can call HP and they want you to buy more software to fix it.,software,46.0,54.0,neutral
724,It has been plagued with problems since the day i turned it on.,,,,
2139,this computer is a little more expensive than any pc but it will last you longer and it worth every penny.,,,,
1771,It is easy to navigate and update programs.,update programs,27.0,42.0,neutral
1771,It is easy to navigate and update programs.,navigate,14.0,22.0,positive
383,The laptop is gorgeous.,,,,
2355,It's more expensive but well worth it in the long run.,,,,
2200,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",,,,
723,I've had hp desktop for over 4 yrs now and not one days goes by that i don't regret buying it.,,,,
2043,HP didn't fix it.,,,,
2258,", Applications respond immediately (not like the tired MS applications).",Applications,2.0,14.0,positive
2258,", Applications respond immediately (not like the tired MS applications).",MS applications,55.0,70.0,negative
1960,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",Customer Service,102.0,118.0,positive
2006,"Now, I guess, I'll have to unload my M6809 on some poor, hapless soul.",,,,
2223,"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,42.0,48.0,negative
23,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry,43.0,48.0,positive
23,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",weight,112.0,118.0,positive
2711,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,50.0,62.0,positive
2711,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",programs,82.0,90.0,neutral
2711,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",Internet tabs,67.0,80.0,positive
1899,The problems started with just the screen freezing.,,,,
495,Taking it anywhere was a pain!,,,,
1606,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,29.0,35.0,negative
1606,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,55.0,77.0,negative
1018,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,84.0,101.0,positive
1761,I previously owned a Toshiba and it only lasted about 2 years.,,,,
554,I can't imagine my life without it anymore!,,,,
2728,defective software.,software,10.0,18.0,negative
1964,This computer was so challenging to carry and handle.,carry,36.0,41.0,negative
1964,This computer was so challenging to carry and handle.,handle,46.0,52.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords,0.0,5.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,31.0,36.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,headphones,69.0,79.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,80.0,83.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,89.0,107.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,setup,138.0,143.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,42.0,47.0,negative
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,149.0,154.0,negative
775,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,56.0,68.0,negative
2424,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad,45.0,55.0,neutral
1689,It is good to know that I can mobilize without having to worry about the battery life.,battery life,73.0,85.0,positive
1894,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,,,,
1078,"The screen is nice, side view angles are pretty good.",screen,4.0,10.0,positive
1492,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,18.0,24.0,positive
1492,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,246.0,252.0,positive
808,3 weeks went by and the computer keeps crashing and will not open any applications.,applications,70.0,82.0,neutral
1472,Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,35.0,47.0,negative
1038,"Looks nice, but has a horribly cheap feel.",feel,37.0,41.0,negative
1038,"Looks nice, but has a horribly cheap feel.",Looks,0.0,5.0,positive
818,I would recommend not buying this product.,,,,
861,its more like a snail crawl.,,,,
544,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signals,39.0,46.0,positive
544,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signal,103.0,109.0,negative
1959,"The feel of this is better than the Toshiba, too.",feel,4.0,8.0,positive
315,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,125.0,132.0,positive
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory,15.0,21.0,neutral
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Windows 7 Starter,44.0,61.0,neutral
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Win 7 Home,65.0,75.0,neutral
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",runs,84.0,88.0,positive
1996,"I am not sure if it was the drive itself, however;",drive,28.0,33.0,neutral
509,"So I called, AGAIN.",,,,
1600,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,41.0,46.0,negative
1600,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",incase shells,113.0,126.0,positive
719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard,23.0,31.0,positive
719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",weight,73.0,79.0,positive
719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",use,14.0,17.0,positive
141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping,48.0,56.0,negative
141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",repair center,77.0,90.0,neutral
1920,I was constantly having to roll back the computer after doing updates.,,,,
760,Stay away from Envy.,,,,
193,-got it back 3 months later,,,,
1016,I have had to send in my laptop three times to get it fixed.,,,,
507,"When I turned it on, nothing.",,,,
1255,I should have checked this before I installed my applications.,applications,49.0,61.0,neutral
667,The battery is really long.,battery,4.0,11.0,positive
1992,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner,40.0,50.0,negative
1992,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,111.0,123.0,negative
2430,Had some trouble finding a case that it would fit in.,case,27.0,31.0,negative
